,SourceFile,Directory,FileName,Rings_visible,Rings_comb,Flag,comments,Molt,Score,Date
407,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1738.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1738.JPG,1,RWWG,0,,1,6,20/11/2021
408,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1796.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1796.JPG,1,RWRR,0,,1,5,20/11/2021
409,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1797.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1797.JPG,1,RRGB,0,,1,6,20/11/2021
410,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1831.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1831.JPG,1,RBBR,0,,1,6,20/11/2021
411,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1843.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1843.JPG,1,RBBR,0,,1,6,20/11/2021
412,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1864.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1864.JPG,1,RBLY_F,1,,1,4,20/11/2021
413,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1868.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1868.JPG,1,RBLY_F,1,,1,4,20/11/2021
414,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1900.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1900.JPG,1,RBLY_F,1,,1,4,20/11/2021
415,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_1906.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_1906.JPG,1,RLBY_F,1,,1,5,20/11/2021
416,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2017.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2017.JPG,1,RROO,0,,1,4,20/11/2021
417,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2096.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2096.JPG,1,RROO,0,,1,4,20/11/2021
418,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2097.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2097.JPG,1,RLYY,0,,1,5,20/11/2021
419,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2139.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2139.JPG,1,RBRL,0,,1,5,20/11/2021
420,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2156.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2156.JPG,1,RBBY,0,,1,4,20/11/2021
421,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2228.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2228.JPG,1,RRLY,0,,1,5,20/11/2021
422,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process/IMG_2116.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_20 Dot ob still to process,IMG_2116.JPG,1,RRWW,0,,0,NA,20/11/2021
423,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_21 Gooch/IMG_2251.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_21 Gooch,IMG_2251.JPG,1,RRBG,0,,1,5,21/11/2021
424,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2424.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2424.JPG,1,RBBO,0,,0,NA,22/11/2021
425,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2428.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2428.JPG,1,RBBO,0,,0,NA,22/11/2021
426,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2264.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2264.JPG,1,RRGO,0,,1,5,22/11/2021
427,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2336.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2336.JPG,1,RWLG,0,,1,5,22/11/2021
428,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2350.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2350.JPG,1,RWLG,0,,1,5,22/11/2021
429,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2356.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2356.JPG,1,RWBB,0,,1,4,22/11/2021
430,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2383.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2383.JPG,1,RBLY_F,1,,1,4,22/11/2021
431,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2388.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2388.JPG,1,RLBY_F,1,,1,5,22/11/2021
432,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2403.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2403.JPG,1,RGGL,0,,1,5,22/11/2021
433,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2426.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2426.JPG,1,RLYR,0,METAL ON LEFT,1,4,22/11/2021
434,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2429.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2429.JPG,1,RBBO,0,,1,4,22/11/2021
435,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2446.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2446.JPG,1,RBBL,0,,1,3,22/11/2021
436,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2462.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2462.JPG,1,RLYR,0,METAL ON LEFT,1,4,22/11/2021
437,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2477.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2477.JPG,1,RBBY,0,,1,4,22/11/2021
438,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2482.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2482.JPG,1,RWLY,0,,1,5,22/11/2021
439,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2483.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2483.JPG,1,RBBY,0,,1,4,22/11/2021
440,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2505.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2505.JPG,1,RRYO,0,,1,5,22/11/2021
441,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2538.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2538.JPG,1,RRLY,0,,1,5,22/11/2021
442,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2544.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2544.JPG,1,RRLY,0,,1,4,22/11/2021
443,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2555.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2555.JPG,1,RRBG,0,,0,NA,22/11/2021
444,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2376.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2376.JPG,1,RRGB,0,,0,NA,22/11/2021
445,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2556.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2556.JPG,1,RRGO,0,,0,NA,22/11/2021
446,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest/IMG_2469.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_22 Ob and sleeping with nest,IMG_2469.JPG,1,RRRB,0,,0,NA,22/11/2021
447,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2897.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2897.JPG,1,RBBO,0,,0,NA,25/11/2021
448,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2879.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2879.JPG,1,RBO,0,RBBO,0,NA,25/11/2021
449,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2669.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2669.JPG,1,RRBR,0,,1,5,25/11/2021
450,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2678.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2678.JPG,1,RRGO,0,,1,5,25/11/2021
451,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2749.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2749.JPG,1,RBRL,0,,1,5,25/11/2021
452,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2759.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2759.JPG,1,RLYY,0,,1,5,25/11/2021
453,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2766.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2766.JPG,1,RBRL,0,,1,5,25/11/2021
454,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2815.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2815.JPG,1,RBBY,0,,1,4,25/11/2021
455,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2817.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2817.JPG,1,RBBY,0,,1,4,25/11/2021
456,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2831.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2831.JPG,1,RBBY,0,,1,4,25/11/2021
457,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2871.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2871.JPG,1,RWWG,0,,1,6,25/11/2021
458,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2881.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2881.JPG,1,RROW,0,,1,5,25/11/2021
459,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2899.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2899.JPG,1,RWWG,0,,1,6,25/11/2021
460,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2902.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2902.JPG,1,RBBO,0,,1,4,25/11/2021
461,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2912.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2912.JPG,1,RBLY_F,1,,1,4,25/11/2021
462,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2792.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2792.JPG,1,RRWY,0,,0,NA,25/11/2021
463,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin/IMG_2896.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_25 Dot ob new nests S A and A begin,IMG_2896.JPG,1,RYLR,0,,0,NA,25/11/2021
464,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3099.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3099.JPG,1,RLBY_F,1,,0,NA,26/11/2021
465,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3004.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3004.JPG,1,RWLG,0,,1,5,26/11/2021
466,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3007.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3007.JPG,1,RWLG,0,,1,5,26/11/2021
467,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3064.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3064.JPG,1,RWLG,0,,1,5,26/11/2021
468,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3082.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3082.JPG,1,RBBR,0,,1,6,26/11/2021
469,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3110.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3110.JPG,1,RLBY_F,1,,1,5,26/11/2021
470,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3114.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3114.JPG,1,RLBY_F,1,,1,5,26/11/2021
471,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3123.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3123.JPG,1,RWWB,0,,1,5,26/11/2021
472,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3132.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3132.JPG,1,RBBO,0,,1,4,26/11/2021
473,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3139.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3139.JPG,1,RYLR,0,,1,4,26/11/2021
474,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3142.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3142.JPG,1,RBBO,0,,1,4,26/11/2021
475,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3146.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3146.JPG,1,RYLR,0,,1,4,26/11/2021
476,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3148.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3148.JPG,1,RROW,0,,1,5,26/11/2021
477,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3163.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3163.JPG,1,RBBO,0,,1,4,26/11/2021
478,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3170.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3170.JPG,1,RBBO,0,,1,4,26/11/2021
479,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3173.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3173.JPG,1,RBBO,0,,1,4,26/11/2021
480,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3210.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3210.JPG,1,RYLR,0,,1,4,26/11/2021
481,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3227.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3227.JPG,1,RRGG,0,,1,5,26/11/2021
482,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3238.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3238.JPG,1,RRGG,0,,1,5,26/11/2021
483,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3272.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3272.JPG,1,RRRG,0,RORG?,1,6,26/11/2021
484,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3335.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3335.JPG,1,RRRG,0,,1,6,26/11/2021
485,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3341.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3341.JPG,1,RRRG,0,,1,6,26/11/2021
486,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3254.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3254.JPG,1,RRRG,0,RORG?,0,NA,26/11/2021
487,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie/IMG_3055.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_26 Dot ob Beach bikers Antony and Chickie,IMG_3055.JPG,1,RWLG,0,,0,NA,26/11/2021
488,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch/IMG_3446.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch,IMG_3446.JPG,1,RRGO,0,,0,NA,27/11/2021
489,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch/IMG_3461.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch,IMG_3461.JPG,1,RRBG,0,,1,5,27/11/2021
490,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch/IMG_3479.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch,IMG_3479.JPG,1,RRGO,0,,1,5,27/11/2021
491,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch/IMG_3445.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_27 Hapuku dead dot and Gooch,IMG_3445.JPG,1,RRBG,0,,0,NA,27/11/2021
492,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_28 South Bay/IMG_3492.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_28 South Bay,IMG_3492.JPG,1,RRGO,0,,0,NA,28/11/2021
493,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3499.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3499.JPG,1,RRGO,0,,1,5,29/11/2021
494,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3526.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3526.JPG,1,RYBR_F,1,,1,5,29/11/2021
495,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3535.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3535.JPG,1,RRWR,0,,1,5,29/11/2021
496,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3536.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3536.JPG,1,RRWR,0,,1,5,29/11/2021
497,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3542.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3542.JPG,1,RROG,0,,1,6,29/11/2021
498,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3572.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3572.JPG,1,RRRG,0,,1,6,29/11/2021
499,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY/IMG_3573.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_29 Gooch 3 N of SM MsBE RWBY,IMG_3573.JPG,1,RRRG,0,,1,6,29/11/2021
